Compound;Name;Gene Name;AOP;AOP Name;Event;Event Name;Event Class;AC50;logAC50;Intended Target Family
1,2,5,6,9,10-Hexabromocyclododecane ; OT_ER_ERaERb_1440;ESR2;-;;-;;;38.4;1.58;nuclear receptor
1,2,5,6,9,10-Hexabromocyclododecane ; TOX21_SSH_3T3_GLI3_Antagonist;GLI3;-;;-;;;39.4;1.60;DNA binding
1,2,5,6,9,10-Hexabromocyclododecane ; TOX21_p53_BLA_p1_ratio;TP53;-;;-;;;39.9;1.60;DNA binding
2,2',4,4',5,5'-Hexabromodiphenyl ether; TOX21_p53_BLA_p2_ratio;TP53;-;;-;;;7.36;0.867;DNA binding
2,2',4,4',5,5'-Hexabromodiphenyl ether; TOX21_SSH_3T3_GLI3_Antagonist;GLI3;-;;-;;;14.2;1.15;DNA binding
2,2',4,4',5,5'-Hexabromodiphenyl ether; TOX21_HRE_BLA_Agonist_viability;-;-;;-;;;22.4;1.35;cell cycle
2,2',4,4',5,5'-Hexabromodiphenyl ether; TOX21_NFkB_BLA_agonist_viability;-;-;;-;;;23.3;1.37;cell cycle
2,2',4,4',5,5'-Hexabromodiphenyl ether; TOX21_AR_LUC_MDAKB2_Antagonist;AR;187;Anticoagulant rodenticide inhibition of vitamin K epoxide reductase resulting coagulopathy and hemorrhage;1134;Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle vitamin K epoxide to vitamin K to form vitamin K hydroquinone;MIE ;29.0;1.46;nuclear receptor
Hexachloro-1,3-butadiene; TOX21_p53_BLA_p5_ratio;TP53;-;-;-;-;-;8.86e-5;-4.05;DNA binding
Hexachloro-1,3-butadiene; BSK_CASM3C_TissueFactor_down;F3;-;-;-;-;-;3.39e-3;-2.47;cytokine
Hexachloro-1,3-butadiene; BSK_LPS_PGE2_up;PTGER2;-;-;-;-;-;9.78e-3;-2.01;gpcr
Hexachloro-1,3-butadiene; BSK_CASM3C_Thrombomodulin_down;THBD;-;-;-;-;-;0.152;-0.817;gpcr
Hexachloro-1,3-butadiene; BSK_hDFCGF_PAI1_down;SERPINE1;-;-;-;-;-;1.45;0.161;cytokine
Hexachloro-1,3-butadiene; BSK_CASM3C_SRB_down;-;-;-;-;-;-;2.51;0.400;cell cycle
Hexachloro-1,3-butadiene; BSK_CASM3C_Proliferation_down;-;-;-;-;-;-;4.96;0.695;cell cycle
Hexachloro-1,3-butadiene; BSK_CASM3C_IL6_down;IL6;-;-;-;-;-;5.12;0.709;cytokine
Hexachloro-1,3-butadiene; BSK_3C_Proliferation_down;-;-;-;-;-;-;11.3;1.05;cell cycle
Hexachloro-1,3-butadiene; BSK_3C_Eselectin_down;SELE;-;-;-;-;-;11.4;1.06;cell adhesion molecules
Hexachloro-1,3-butadiene; BSK_CASM3C_VCAM1_down;VCAM1;-;-;-;-;-;11.5;1.06;cell adhesion molecules
Hexachloro-1,3-butadiene; BSK_3C_TissueFactor_down;F3;-;-;-;-;-;11.6;1.06;cytokine
Hexachloro-1,3-butadiene; BSK_BE3C_tPA_down;PLAT;-;-;-;-;-;12.0;1.08;protease
Hexachloro-1,3-butadiene; BSK_KF3CT_TIMP2_down;TIMP2;-;-;-;-;-;12.4;1.09;protease inhibitor
Hexachloro-1,3-butadiene; BSK_BE3C_HLADR_down;HLA-DRA;-;-;-;-;-;12.5;1.10;cell adhesion molecules
Hexachloro-1,3-butadiene; TOX21_RT_HEK293_FLO_08hr_viability;-;-;-;-;-;-;13.2;1.12;cell cycle
Hexachloro-1,3-butadiene; BSK_3C_VCAM1_down;VCAM1;-;-;-;-;-;13.2;1.12;cell adhesion molecules
Hexachloro-1,3-butadiene; BSK_4H_VEGFRII_down;KDR;43;Disruption of VEGFR Signaling Leading to Developmental Defects;305;Inhibition, VegfR2 ;MIE ;14.3;1.15;kinase
Hexachloro-1,3-butadiene; BSK_3C_HLADR_down;HLA-DRA;-;-;;;;14.4;1.16;cell adhesion molecules
Hexachloro-1,3-butadiene; BSK_LPS_IL1a_down;IL1A;-;-;-;-;-;16.0;1.20;cytokine
Hexachloro-1,3-butadiene; BSK_LPS_SRB_down;-;-;-;-;-;-;17.3;1.24;cell cycle
Hexachloro-1,3-butadiene; BSK_BE3C_uPA_down;PLAU;-;-;-;-;-;17.6;1.25;protease
Hexachloro-1,3-butadiene; BSK_LPS_CD40_down;CD40;-;-;-;-;-;19.4;1.29;cytokine
Hexachloro-1,3-butadiene; NVS_ENZ_oCOX1;PTGS1;177;Cyclooxygenase 1 (COX1) inhibition leading to renal failure and mortality;1103;Inhibition, Cyclooxygenase 1 activity;MIE ;19.5;1.29;oxidoreductase
Hexachloro-1,3-butadiene; BSK_hDFCGF_CollagenIII_down;COL3A1;-;-;-;-;-;20.1;1.30;cell adhesion molecules
Hexachloro-1,3-butadiene; BSK_4H_VCAM1_down;VCAM1;-;-;-;-;-;20.2;1.31;cell adhesion molecules
Hexachloro-1,3-butadiene; BSK_hDFCGF_TIMP1_down;TIMP1;-;-;-;-;-;20.9;1.32;protease inhibitor
Hexachloro-1,3-butadiene; BSK_BE3C_PAI1_down;SERPINE1;-;-;-;-;-;22.4;1.35;cytokine
Hexachloro-1,3-butadiene; BSK_hDFCGF_Proliferation_down;-;-;-;-;-;-;23.7;1.37;cell cycle
Hexachloro-1,3-butadiene; BSK_KF3CT_MCP1_down;CCL2;-;-;-;-;-;24.6;1.39;cytokine
Hexachloro-1,3-butadiene; BSK_KF3CT_MMP9_down;MMP9;-;-;-;-;-;25.2;1.40;protease
Hexachloro-1,3-butadiene; BSK_KF3CT_TGFb1_down;TGFB1;-;-;-;-;-;26.0;1.41;growth factor
Lindane;CLD_CYP2B6_48hr;CYP2B6;-;-;-;-;-;9.76e-2;-1.01;cyp
Lindane; CLD_CYP3A4_48hr;CYP3A4;-;-;-;-;-;0.588;-0.231;cyp
Lindane; CLD_CYP2B6_6hr;CYP2B6;-;-;-;-;-;1.43;0.155;cyp
Lindane; CLD_CYP2B6_24hr;CYP2B6;-;-;-;-;-;1.67;0.222;cyp
Lindane; CLD_SULT2A_48hr;SULT2A1;-;-;-;-;-;1.89;0.276;transferase
Lindane; CLD_CYP3A4_24hr;CYP3A4;-;-;-;-;-;2.29;0.359;cyp
Lindane; ATG_PXRE_CIS_up;NR1I2;60;NR1I2 (Pregnane X Receptor, PXR) activation leading to hepatic steatosis;245;Activation, PXR/SXR ;MIE ;5.68;0.754;nuclear receptor
Lindane; ATG_NRF2_ARE_CIS_up;NFE2L2;-;;-;;;5.74;0.759;dna binding
Lindane; ATG_PBREM_CIS_up;NR1I3;107;Constitutive androstane receptor activation leading to hepatocellular adenomas and carcinomas in the mouse and the rat;715;Activation, Constitutive androstane receptor;MIE ;5.86;0.768;nuclear receptor
Lindane; ATG_VDRE_CIS_up;VDR;-;;-;;;6.52;0.814;nuclear receptor
Lindane; NVS_TR_hDAT;SLC6A3;-;;-;;;6.68;0.825;transporter
Lindane; TOX21_TSHR_Agonist_ratio;TSHR;-;;-;;;7.30;0.864;gpcr
Lindane; ATG_BRE_CIS_up;SMAD1;-;;-;;;10.6;1.02;dna binding
Lindane; ATG_Oct_MLP_CIS_up;POU2F1;-;;-;;;10.9;1.04;dna binding
Lindane; ATG_DR5_CIS_up;RARB;-;;-;;;11.2;1.05;nuclear receptor
Lindane; TOX21_RXR_BLA_Agonist_ratio;RXRA;-;;-;;;11.3;1.05;DNA binding
Lindane; BSK_LPS_TNFa_up;TNF;-;;-;;;12.6;1.10;cytokine
Lindane; BSK_BE3C_HLADR_down;HLA-DRA;-;;-;;;14.2;1.15;cell adhesion molecules
Lindane; ATG_PXR_TRANS_up;NR1I2;60;NR1I2 (Pregnane X Receptor, PXR) activation leading to hepatic steatosis;245;Activation, PXR/SXR ;MIE ;15.0;1.18;nuclear receptor
Lindane; BSK_3C_SRB_down;-;-;;-;;;15.3;1.19;cell cycle
Lindane; ATG_CRE_CIS_up;CREB3;-;;-;;;16.1;1.21;dna binding
Lindane; ATG_ERE_CIS_up;ESR1;200;Estrogen receptor activation leading to breast cancer;1181;Activation, Estrogen receptor ;MIE ;16.2;1.21;nuclear receptor
Lindane; NVS_MP_rPBR;Tspo;-;;-;;;17.8;1.25;transporter
Lindane; ATG_MRE_CIS_up;MTF1;-;;-;;;20.1;1.30;dna binding
Lindane; ATG_RARa_TRANS_up;RARA;-;;-;;;23.2;1.37;nuclear receptor
Lindane; ATG_E_Box_CIS_dn;USF1;-;;-;;;25.4;1.41;dna binding
Lindane; TOX21_DT40_657;-;-;;-;;;27.2;1.44;cell cycle
Lindane; TOX21_RT_HEK293_FLO_40hr_viability;-;-;;-;;;28.2;1.45;cell cycle
Lindane; TOX21_AP1_BLA_Agonist_ratio;FOS|JUN;-;;-;;;28.2;1.45;DNA binding
Lindane; TOX21_RT_HEK293_FLO_16hr_viability;-;-;;-;;;29.6;1.47;cell cycle
Lindane; TOX21_RT_HEK293_GLO_08hr_viability;-;-;;-;;;29.8;1.47;cell cycle
Lindane; TOX21_RT_HEK293_GLO_16hr_viability;-;-;;-;;;30.8;1.49;cell cycle
Lindane; OT_FXR_FXRSRC1_0480;NR1H4;61;NFE2L2/FXR activation leading to hepatic steatosis;479;Activation, NR1H4;MIE ;31.6;1.50;nuclear receptor
Lindane; ATG_PPRE_CIS_up;PPARA;58;NR1I3 (CAR) suppression leading to hepatic steatosis;167;Activation, LXR ;MIE ;31.8;1.50;nuclear receptor
Lindane; BSK_hDFCGF_IP10_down;CXCL10;-;;-;;;32.7;1.51;cytokine
Lindane; BSK_BE3C_IP10_down;CXCL10;-;;-;;;32.7;1.51;cytokine
Lindane; TOX21_RT_HEK293_GLO_32hr_viability;-;-;;-;;;33.0;1.52;cell cycle
Lindane; TOX21_DT40_100;-;-;;-;;;34.5;1.54;cell cycle
Lindane; TOX21_RT_HEK293_GLO_24hr_viability;-;-;;-;;;34.6;1.54;cell cycle
Lindane; TOX21_AR_BLA_Antagonist_viability;-;-;;-;;;35.2;1.55;cell cycle
Lindane; OT_ER_ERbERb_0480;ESR2;-;;-;;;38.4;1.58;nuclear receptor
Lindane; ATG_ERa_TRANS_up;ESR1;200;Estrogen receptor activation leading to breast cancer;1181;Activation, Estrogen receptor ;MIE ;39.7;1.60;nuclear receptor
Lindane; TOX21_RT_HEK293_FLO_24hr_viability;-;-;;-;;;40.2;1.60;cell cycle
Lindane; TOX21_RT_HEK293_FLO_32hr_viability;-;-;;-;;;40.5;1.61;cell cycle
Lindane; NHEERL_ZF_144hpf_TERATOSCORE_up;-;-;;-;;;42.9;1.63;malformation
Lindane; TOX21_Aromatase_Inhibition;CYP19A1;153;Aromatase Inhibition leading to Ovulation Inhibition and Decreased Fertility in Female Rats;964;Inhibition of Aromatase Enzyme, Chemical exposure during critical window of estrous cycle between diestrus 2 and proestrus inhibits aromatase conversion of testosterone to estradiol;MIE ;43.8;1.64;cyp
Pentachlorobenzene;ACEA_ER_80hr;ESR1;200;Estrogen receptor activation leading to breast cancer;1181;Activation, Estrogen receptor ;MIE ;0.104;-0.983;nuclear receptor
Pentachlorobenzene; BSK_CASM3C_uPAR_up;PLAUR;-;;-;;;0.352;-0.454;cytokine
Pentachlorobenzene; BSK_3C_TissueFactor_down;F3;-;;-;;;6.11;0.786;cytokine
Pentachlorobenzene; BSK_CASM3C_VCAM1_down;VCAM1;-;;-;;;9.64;0.984;cell adhesion molecules
Pentachlorobenzene; BSK_BE3C_PAI1_up;SERPINE1;-;;-;;;9.91;0.996;cytokine
Pentachlorobenzene; BSK_3C_HLADR_down;HLA-DRA;-;;-;;;10.4;1.02;cell adhesion molecules
Pentachlorobenzene; BSK_CASM3C_TissueFactor_down;F3;-;;-;;;11.2;1.05;cytokine
Pentachlorobenzene; BSK_SAg_Proliferation_down;-;-;;-;;;12.8;1.11;cell cycle
Pentachlorobenzene; BSK_LPS_IL1a_down;IL1A;-;;-;;;13.3;1.13;cytokine
Pentachlorobenzene; BSK_4H_VCAM1_down;VCAM1;-;;-;;;13.5;1.13;cell adhesion molecules
Pentachlorobenzene; TOX21_RT_HEPG2_FLO_08hr_viability;-;-;;-;;;16.0;1.20;cell cycle
Pentachlorobenzene; BSK_4H_Eotaxin3_down;CCL26;-;;-;;;18.3;1.26;cytokine
Pentachlorobenzene; BSK_KF3CT_TIMP2_down;TIMP2;-;;-;;;18.8;1.28;protease inhibitor
Pentachlorobenzene; ATG_RXRb_TRANS_up;RXRB;-;;-;;;19.1;1.28;nuclear receptor
Pentachlorobenzene; BSK_BE3C_IL1a_down;IL1A;-;;-;;;19.3;1.29;cytokine
Pentachlorobenzene; ATG_HIF1a_CIS_dn;HIF1A;-;;-;;;23.0;1.36;dna binding
Pentachlorophenol;NIS_HEK293T_CTG_Cytotoxicity;-;-;;-;;;0.118;-0.928;cell cycle
Pentachlorophenol; ATG_STAT3_CIS_dn;STAT3;-;;-;;;0.142;-0.847;dna binding
Pentachlorophenol; Tanguay_ZF_120hpf_ActivityScore;-;-;;-;;;0.556;-0.255;malformation
Pentachlorophenol; Tanguay_ZF_120hpf_MORT_up;-;-;;-;;;0.588;-0.231;malformation
Pentachlorophenol; NHEERL_ZF_144hpf_TERATOSCORE_up;-;-;;-;;;0.623;-0.206;malformation
Pentachlorophenol; TOX21_PPARg_BLA_antagonist_ratio;PPARG;163;PPARgamma activation leading to sarcomas in rats, mice, and hamsters;1028;Activation of specific nuclear receptors, PPAR-gamma activation;MIE ;0.657;-0.183;nuclear receptor
Pentachlorophenol; NIS_RAIU_inhibition;SLC5A5;-;;-;;;0.958;-1.84e-2;transporter
Pentachlorophenol; BSK_BE3C_PAI1_down;SERPINE1;-;;-;;;1.12;4.99e-2;cytokine
Pentachlorophenol; TOX21_HRE_BLA_Agonist_viability;-;-;;-;;;1.20;7.92e-2;cell cycle
Pentachlorophenol; TOX21_PPARd_BLA_Agonist_viability;-;-;;-;;;1.73;0.239;cell cycle
Pentachlorophenol; TOX21_MMP_ratio_down;-;-;;-;;;1.96;0.293;cell morphology
Pentachlorophenol; BSK_hDFCGF_CollagenIII_down;COL3A1;-;;-;;;2.08;0.319;cell adhesion molecules
Pentachlorophenol; TOX21_FXR_BLA_agonist_viability;-;-;;-;;;2.18;0.339;cell cycle
Pentachlorophenol; TOX21_ERb_BLA_Agonist_viability;-;-;;-;;;2.38;0.377;cell cycle
Pentachlorophenol; TOX21_p53_BLA_p3_ratio;TP53;-;;-;;;2.43;0.386;DNA binding
Pentachlorophenol; ATG_PPRE_CIS_up;PPARA;58;NR1I3 (CAR) suppression leading to hepatic steatosis;167;Activation, LXR ;MIE ;2.45;0.389;nuclear receptor
Pentachlorophenol; ATG_PPARg_TRANS_up;PPARG;163;PPARgamma activation leading to sarcomas in rats, mice, and hamsters;1028;Activation of specific nuclear receptors, PPAR-gamma activation;MIE ;2.50;0.398;nuclear receptor
Pentachlorophenol; TOX21_p53_BLA_p2_ratio;TP53;-;;-;;;2.54;0.405;DNA binding
Pentachlorophenol; TOX21_AhR_LUC_Agonist;AHR;150;Aryl hydrocarbon receptor activation leading to early life stage mortality, via reduced VEGF;18;Activation, AhR;MIE ;2.85;0.455;DNA binding
Pentachlorophenol; TOX21_ERb_BLA_Antagonist_viability;-;-;;-;;;2.91;0.463;cell cycle
Pentachlorophenol; BSK_hDFCGF_Proliferation_down;-;-;;-;;;2.95;0.469;cell cycle
Pentachlorophenol; BSK_BE3C_tPA_down;PLAT;-;;-;;;2.97;0.473;protease
Pentachlorophenol; TOX21_FXR_BLA_antagonist_viability;-;-;;-;;;3.05;0.484;cell cycle
Pentachlorophenol; TOX21_RXR_BLA_Agonist_viability;-;-;;-;;;3.54;0.549;cell cycle
Pentachlorophenol; BSK_KF3CT_TIMP2_down;TIMP2;-;;-;;;3.75;0.574;protease inhibitor
Pentachlorophenol; ATG_PXR_TRANS_up;NR1I2;60;NR1I2 (Pregnane X Receptor, PXR) activation leading to hepatic steatosis;245;Activation, PXR/SXR ;MIE ;3.80;0.580;nuclear receptor
Pentachlorophenol; TOX21_VDR_BLA_antagonist_viability;-;-;;-;;;3.83;0.583;cell cycle
Pentachlorophenol; TOX21_p53_BLA_p4_ratio;TP53;-;;-;;;3.85;0.585;DNA binding
Pentachlorophenol; ATG_RARg_TRANS_up;RARG;-;;-;;;4.10;0.613;nuclear receptor
Pentachlorophenol; TOX21_p53_BLA_p1_ratio;TP53;-;;-;;;4.17;0.620;DNA binding
Pentachlorophenol; BSK_BE3C_SRB_down;-;-;;-;;;4.58;0.661;cell cycle
Pentachlorophenol; BSK_hDFCGF_MIG_down;CXCL9;-;;-;;;4.67;0.669;cytokine
Pentachlorophenol; ATG_E2F_CIS_dn;E2F1;-;;-;;;4.85;0.686;dna binding
Pentachlorophenol; BSK_BE3C_TGFb1_down;TGFB1;-;;-;;;5.28;0.722;growth factor
Pentachlorophenol; ATG_Ahr_CIS_up;AHR;150;Aryl hydrocarbon receptor activation leading to early life stage mortality, via reduced VEGF;18;Activation, AhR;MIE ;5.48;0.739;dna binding
Pentachlorophenol; BSK_BE3C_uPA_down;PLAU;-;;-;;;5.48;0.739;protease
Pentachlorophenol; BSK_hDFCGF_VCAM1_down;VCAM1;-;;-;;;5.77;0.761;cell adhesion molecules
Pentachlorophenol; BSK_4H_uPAR_down;PLAUR;-;;-;;;5.84;0.766;cytokine
Pentachlorophenol; ATG_PBREM_CIS_up;NR1I3;107;Constitutive androstane receptor activation leading to hepatocellular adenomas and carcinomas in the mouse and the rat;715;Activation, Constitutive androstane receptor;MIE ;5.95;0.775;nuclear receptor
Pentachlorophenol; BSK_BE3C_IP10_down;CXCL10;-;;-;;;6.10;0.785;cytokine
Pentachlorophenol; ATG_HNF6_CIS_up;ONECUT1;-;;-;;;6.34;0.802;dna binding
Pentachlorophenol; BSK_hDFCGF_MCSF_down;CSF1;-;;-;;;6.45;0.810;cytokine
Pentachlorophenol; TOX21_ARE_BLA_agonist_ratio;NFE2L2;-;;-;;;6.46;0.810;DNA binding
Pentachlorophenol; ATG_RORE_CIS_up;RORA;-;;-;;;6.53;0.815;nuclear receptor
Pentachlorophenol; ATG_TGFb_CIS_up;TGFB1;-;;-;;;7.35;0.866;growth factor
Pentachlorophenol; BSK_hDFCGF_SRB_down;-;-;;-;;;7.38;0.868;cell cycle
Pentachlorophenol; BSK_CASM3C_MCP1_down;CCL2;-;;-;;;7.56;0.879;cytokine
Pentachlorophenol; TOX21_CAR_Agonist;NR1I3;107;Constitutive androstane receptor activation leading to hepatocellular adenomas and carcinomas in the mouse and the rat;715;Activation, Constitutive androstane receptor;MIE ;7.58;0.880;nuclear receptor
Pentachlorophenol; ATG_PPARa_TRANS_up;PPARA;58;NR1I3 (CAR) suppression leading to hepatic steatosis;167;Activation, LXR ;MIE ;7.61;0.881;nuclear receptor
Pentachlorophenol; BSK_KF3CT_SRB_down;-;-;;-;;;7.87;0.896;cell cycle
Pentachlorophenol; ATG_NF_kB_CIS_up;NFKB1;-;;-;;;8.07;0.907;dna binding
Pentachlorophenol; BSK_KF3CT_MMP9_down;MMP9;-;;-;;;8.15;0.911;protease
Pentachlorophenol; BSK_LPS_MCSF_down;CSF1;-;;-;;;8.28;0.918;cytokine
Pentachlorophenol; TOX21_ERb_BLA_Antagonist_ratio;ESR2;-;;-;;;8.43;0.926;nuclear receptor
Pentachlorophenol; ATG_VDRE_CIS_up;VDR;-;;-;;;8.45;0.927;nuclear receptor
Pentachlorophenol; BSK_SAg_PBMCCytotoxicity_up;-;-;;-;;;8.52;0.930;cell cycle
Pentachlorophenol; TOX21_TR_LUC_GH3_Antagonist;Thrb;-;;-;;;8.54;0.932;nuclear receptor
Pentachlorophenol; ATG_VDR_TRANS_up;VDR;-;;-;;;8.61;0.935;nuclear receptor
Pentachlorophenol; BSK_BE3C_uPAR_down;PLAUR;-;;-;;;8.73;0.941;cytokine
Pentachlorophenol; TOX21_p53_BLA_p5_ratio;TP53;-;;-;;;8.74;0.942;DNA binding
Pentachlorophenol; ATG_CRE_CIS_up;CREB3;-;;-;;;8.88;0.948;dna binding
Pentachlorophenol; BSK_SAg_SRB_down;-;-;;-;;;9.03;0.956;cell cycle
Pentachlorophenol; BSK_3C_HLADR_down;HLA-DRA;-;;-;;;9.24;0.966;cell adhesion molecules
Pentachlorophenol; BSK_4H_Pselectin_down;SELP;-;;-;;;9.40;0.973;cell adhesion molecules
Pentachlorophenol; ATG_NRF2_ARE_CIS_up;NFE2L2;-;;-;;;9.51;0.978;dna binding
Pentachlorophenol; BSK_BE3C_HLADR_down;HLA-DRA;-;;-;;;9.55;0.980;cell adhesion molecules
Pentachlorophenol; BSK_LPS_SRB_down;-;-;;-;;;9.71;0.987;cell cycle
Pentachlorophenol; ATG_TCF_b_cat_CIS_dn;TCF7;-;;-;;;9.75;0.989;dna binding
Pentachlorophenol; ATG_EGR_CIS_up;EGR1;-;;-;;;9.97;0.999;dna binding
Pentachlorophenol; ATG_NRF1_CIS_dn;NRF1;-;;-;;;9.98;0.999;dna binding
Pentachlorophenol; TOX21_ARE_BLA_agonist_viability;-;-;;-;;;10.0;1.00;cell cycle
Pentachlorophenol; ATG_Oct_MLP_CIS_up;POU2F1;-;;-;;;10.1;1.01;dna binding
Pentachlorophenol; ATG_PXRE_CIS_up;NR1I2;60;NR1I2 (Pregnane X Receptor, PXR) activation leading to hepatic steatosis;245;Activation, PXR/SXR ;MIE ;10.1;1.01;nuclear receptor
Pentachlorophenol; BSK_3C_SRB_down;-;-;;-;;;10.3;1.01;cell cycle
Pentachlorophenol; BSK_LPS_CD40_down;CD40;-;;-;;;10.4;1.02;cytokine
Pentachlorophenol; BSK_3C_Proliferation_down;-;-;;-;;;10.4;1.02;cell cycle
Pentachlorophenol; BSK_LPS_Eselectin_down;SELE;-;;-;;;10.6;1.02;cell adhesion molecules
Pentachlorophenol; BSK_3C_VCAM1_down;VCAM1;-;;-;;;10.6;1.03;cell adhesion molecules
Pentachlorophenol; BSK_hDFCGF_IP10_down;CXCL10;-;;-;;;10.7;1.03;cytokine
Pentachlorophenol; BSK_SAg_IL8_down;CXCL8;-;;-;;;10.8;1.03;cytokine
Pentachlorophenol; BSK_4H_SRB_down;-;-;;-;;;11.0;1.04;cell cycle
Pentachlorophenol; BSK_SAg_MCP1_down;CCL2;-;;-;;;11.0;1.04;cytokine
Pentachlorophenol; ATG_ERa_TRANS_up;ESR1;200;Estrogen receptor activation leading to breast cancer;1181;Activation, Estrogen receptor ;MIE ;11.3;1.05;nuclear receptor
Pentachlorophenol; BSK_4H_VCAM1_down;VCAM1;-;;-;;;11.4;1.06;cell adhesion molecules
Pentachlorophenol; BSK_LPS_MCP1_down;CCL2;-;;-;;;11.7;1.07;cytokine
Pentachlorophenol; BSK_hDFCGF_PAI1_down;SERPINE1;-;;-;;;12.0;1.08;cytokine
Pentachlorophenol; ATG_Pax6_CIS_up;PAX6;-;;-;;;12.0;1.08;dna binding
Pentachlorophenol; BSK_SAg_CD69_down;CD69;-;;-;;;12.2;1.09;cytokine
Pentachlorophenol; ACEA_AR_agonist_AUC_viability;-;-;;-;;;12.3;1.09;cell cycle
Pentachlorophenol; NCCT_TPO_AUR_dn;Tpo;175;Thyroperoxidase inhibition leading to altered amphibian metamorphosis;279;Thyroperoxidase, Inhibition;MIE ;12.4;1.09;oxidoreductase
Pentachlorophenol; BSK_SAg_CD40_down;CD40;-;;-;;;12.6;1.10;cytokine
Pentachlorophenol; BSK_KF3CT_ICAM1_down;ICAM1;-;;-;;;12.7;1.10;cell adhesion molecules
Pentachlorophenol; ATG_C_EBP_CIS_up;CEBPB;-;;-;;;12.8;1.11;dna binding
Pentachlorophenol; BSK_BE3C_MIG_down;CXCL9;-;;-;;;12.9;1.11;cytokine
Pentachlorophenol; BSK_3C_uPAR_down;PLAUR;-;;-;;;13.0;1.11;cytokine
Pentachlorophenol; TOX21_MMP_viability;-;-;;-;;;13.0;1.11;cell cycle
Pentachlorophenol; BSK_BE3C_IL1a_down;IL1A;-;;-;;;13.0;1.11;cytokine
Pentachlorophenol; BSK_LPS_VCAM1_down;VCAM1;-;;-;;;13.0;1.11;cell adhesion molecules
Pentachlorophenol; ATG_DR5_CIS_up;RARB;-;;-;;;13.2;1.12;nuclear receptor
Pentachlorophenol; BSK_3C_Eselectin_down;SELE;-;;-;;;13.2;1.12;cell adhesion molecules
Pentachlorophenol;BSK_KF3CT_IP10_down;CXCL10;-;;-;;;13.2;1.12;cytokine
Pentachlorophenol; BSK_SAg_Proliferation_down;-;-;;-;;;13.8;1.14;cell cycle
Pentachlorophenol; BSK_4H_Eotaxin3_down;CCL26;-;;-;;;14.7;1.17;cytokine
Pentachlorophenol; BSK_SAg_CD38_down;CD38;-;;-;;;14.8;1.17;cytokine
Pentachlorophenol; BSK_3C_MCP1_down;CCL2;-;;-;;;15.2;1.18;cytokine
Pentachlorophenol; ATG_ERE_CIS_up;ESR1;200;Estrogen receptor activation leading to breast cancer;1181;Activation, Estrogen receptor ;MIE ;15.3;1.18;nuclear receptor
Pentachlorophenol; TOX21_ERa_LUC_BG1_Antagonist;ESR1;200;Estrogen receptor activation leading to breast cancer;1181;Activation, Estrogen receptor ;MIE ;15.8;1.20;nuclear receptor
Pentachlorophenol; ATG_Xbp1_CIS_up;XBP1;-;;-;;;16.0;1.21;dna binding
Pentachlorophenol; ATG_AP_1_CIS_up;FOS;-;;-;;;16.1;1.21;dna binding
Pentachlorophenol; TOX21_SSH_3T3_GLI3_Antagonist;GLI3;-;;-;;;16.4;1.21;DNA binding
Pentachlorophenol; ATG_BRE_CIS_up;SMAD1;-;;-;;;17.1;1.23;dna binding
Perfluorooctanesulfonic acid ;NVS_ADME_hCYP2C9;CYP2C9;-;;-;;;2.17e-2;-1.66;cyp
Perfluorooctanesulfonic acid ; NVS_ENZ_hPTPN1;PTPN1;-;;-;;;5.33e-2;-1.27;phosphatase
Perfluorooctanesulfonic acid ; NVS_ADME_rCYP2C11;Cyp2c11;-;;-;;;9.27e-2;-1.03;cyp
Perfluorooctanesulfonic acid ; NIS_HEK293T_CTG_Cytotoxicity;-;-;;-;;;0.100;-0.999;cell cycle
Perfluorooctanesulfonic acid ; NVS_ENZ_hCSF1R_Activator;CSF1R;-;;-;;;0.406;-0.392;kinase
Perfluorooctanesulfonic acid ; NVS_ENZ_hBACE;BACE1;-;;-;;;0.471;-0.327;protease
Perfluorooctanesulfonic acid ; Tanguay_ZF_120hpf_MORT_up;-;-;;-;;;0.547;-0.262;malformation
Perfluorooctanesulfonic acid ; NVS_ADME_hCYP2C18;CYP2C18;-;;-;;;0.822;-8.49e-2;cyp
Perfluorooctanesulfonic acid ; NVS_ADME_hCYP4F12;CYP4F12;-;;-;;;1.53;0.184;cyp
Perfluorooctanesulfonic acid ; NVS_ENZ_hMMP7;MMP7;-;;-;;;1.73;0.237;protease
Perfluorooctanesulfonic acid ; Tanguay_ZF_120hpf_TR_up;-;-;;-;;;1.92;0.283;malformation
Perfluorooctanesulfonic acid ; NVS_NR_hGR;NR3C1;66;Modulation of Adult Leydig Cell Function Subsequent Glucocorticoid Activation in the Fetal Testis;654;Decreased testosterone by the fetal Leydig cells, Activation by other glucocorticoid receptor agonists;MIE ;2.27;0.356;nuclear receptor
Perfluorooctanesulfonic acid ; Tanguay_ZF_120hpf_AXIS_up;-;-;;-;;;2.39;0.378;malformation
Perfluorooctanesulfonic acid ; Tanguay_ZF_120hpf_ActivityScore;-;-;;-;;;3.45;0.538;malformation
Perfluorooctanesulfonic acid ; NVS_ADME_hCYP19A1;CYP19A1;153;Aromatase Inhibition leading to Ovulation Inhibition and Decreased Fertility in Female Rats;964;Inhibition of Aromatase Enzyme, Chemical exposure during critical window of estrous cycle between diestrus 2 and proestrus inhibits aromatase conversion of testosterone to estradiol;MIE ;4.14;0.617;cyp
